"monstertable.a","monstertable.company","monstertable.c","monstertable.location","monstertable.e","monstertable.f","monstertable.g","monstertable.h","monstertable.i","monstertable.j","monstertable.k","monstertable.u","monstertable.l","monstertable.m","monstertable.n","monstertable.t","monstertable.s","monstertable.r","monstertable.q","monstertable.p","monstertable.o"
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","2 - 7 years","Keywords / Skills","""Team Leader"", ""Operational Responsibilities"", ""Client Engagement"", ""Team Engagement"", ""Reporting Responsibilities"", ""Management Trainee"", ""People Management"", ""US shifts"", ""Productivity"", ""Quality"" Function Customer Service/ Call Centre/ BPO","Role","� Trainee/ Management Trainee � Team Leader Industry ITES/BPO","Posted On","30th Apr 2015","","","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","2 - 7 years","Keywords / Skills","""Voice And Accent"", ""Voice & Accent Training"", ""Training & Development"", ""learning & development"", ""corporate trainer & development"", ""voice training"", ""voice coach"", ""voice trainer"", ""Triaining"" Function Customer Service/ Call Centre/ BPO","Role","Voice & Accent Trainer Industry ITES/BPO","Posted On","30th Apr 2015","","","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","2 - 7 years","Keywords / Skills","""Voice And Accent"", ""Voice & Accent Training"", ""Training & Development"", ""learning & development"", ""corporate trainer & development"", ""voice training"", ""voice coach"", ""voice trainer"", ""Triaining"" Function Customer Service/ Call Centre/ BPO","Role","Voice & Accent Trainer Industry ITES/BPO","Posted On","30th Apr 2015","","","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","2 - 7 years","Keywords / Skills","""Voice And Accent"", ""Voice & Accent Training"", ""Training & Development"", ""learning & development"", ""corporate trainer & development"", ""voice training"", ""voice coach"", ""voice trainer"", ""Triaining"" Function Customer Service/ Call Centre/ BPO","Role","Voice & Accent Trainer Industry ITES/BPO","Posted On","29th Apr 2015","","","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","2 - 7 years","Keywords / Skills","""Voice And Accent"", ""Voice & Accent Training"", ""Training & Development"", ""learning & development"", ""corporate trainer & development"", ""voice training"", ""voice coach"", ""voice trainer"", ""Triaining"" Function Customer Service/ Call Centre/ BPO","Role","Voice & Accent Trainer Industry ITES/BPO","Posted On","28th Apr 2015","","","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","27th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","2 - 7 years","Keywords / Skills","""Voice And Accent"", ""Voice & Accent Training"", ""Training & Development"", ""learning & development"", ""corporate trainer & development"", ""voice training"", ""voice coach"", ""voice trainer"", ""Triaining"" Function Customer Service/ Call Centre/ BPO","Role","Voice & Accent Trainer Industry ITES/BPO","Posted On","24th Apr 2015","","","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","22nd Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","21st Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","20th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","17th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","16th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","15th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","15th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","14th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","13th Apr 2015","","","","","",""
"","Name","C3I Support Services Private Limited","Locations","Hyderabad / Secunderabad","Experience","0 - 3 years","Keywords / Skills","Customer service, Customer support, undergraduate, graduate, Fresher, BPO, voice process, international call center, communication skills, customer relations, process associate, US Process, UK Process, Agent Executive, Tech support, International voice process","Education","Any graduate Function Customer Service/ Call Centre/ BPO","Role","� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO","Posted On","10th Apr 2015","","","","","",""
